miseria_noun	negative
cruciatus_noun	negative
beneuolentia_noun	positive
aerumna_noun	negative
dignitas_noun	positive
benignitas_noun	positive
indulgentia_noun	positive
benefactum_noun	positive
crudelitas_noun	negative
honestum_noun	positive
captiuitas_noun	negative
ultio_noun	negative
incommodum_noun	negative
inuidia_noun	negative
maeror_noun	negative
uexatio_noun	negative
poena_noun	negative
infamia_noun	negative
maledictum_noun	negative
superbus_noun	negative
liberalitas_noun	positive
caritas_noun	positive
astus_noun	negative
perpetuitas_noun	positive
intemperantia_noun	negative
coercitio_noun	negative
malefactum_noun	negative
acerbitas_noun	negative
necessarius_noun	positive
meritum_noun	positive
incolumitas_noun	positive
extrema_noun	negative
fames_noun	negative
caecitas_noun	negative
solacium_noun	negative
timor_noun	negative
delictum_noun	negative
beneficentia_noun	positive
parricidium_noun	negative
formido_noun	negative
uanum_noun	negative
luctus_noun	negative
peccatum_noun	negative
desperatio_noun	negative
decoctor_noun	negative
laus_noun	positive
amicitia_noun	positive
uituperatio_noun	negative
indignitas_noun	negative
condimentum_noun	positive
homicida_noun	negative
concordia_noun	positive
inferiores_noun	positive
aegritudo_noun	negative
iustitia_noun	positive
iracundia_noun	negative
atrocitas_noun	negative
boni_noun	positive
ira_noun	negative
affinitas_noun	positive
uindicta_noun	negative
sapiens_noun	positive
morbus_noun	negative
uerecundia_noun	positive
munus_noun	positive
animaduersio_noun	negative
coniuratio_noun	negative
sollicitudo_noun	negative
odium_noun	negative
comparatio_noun	positive
facinus_noun	negative
inuidus_noun	negative
pertinacia_noun	negative
nobilitas_noun	positive
suspendium_noun	negative
suspicio_noun	negative
assiduitas_noun	positive
confessum_noun	positive
damnatio_noun	negative
potentia_noun	positive
egestas_noun	negative
crimen_noun	negative
furor_noun	negative
creditor_noun	positive
facilitas_noun	positive
praedicatio_noun	positive
supplicium_noun	negative
exitium_noun	negative
reuerentia_noun	positive
moderatio_noun	positive
acclamatio_noun	positive
damnum_noun	negative
aeternitas_noun	positive
pignus_noun	positive
euersio_noun	negative
rabies_noun	negative
dementia_noun	negative
culpa_noun	negative
podagra_noun	negative
uulnus_noun	negative
contagio_noun	negative
uir_noun	positive
inhumanitas_noun	negative
imprudentia_noun	negative
dimicatio_noun	negative
lator_noun	negative
suum_noun	positive
fatum_noun	negative
discrimen_noun	negative
affectio_noun	positive
laetitia_noun	positive
fenerator_noun	negative
abstinentia_noun	positive
impendium_noun	positive
tyrannis_noun	negative
turpe_noun	positive
alumna_noun	negative
gaudium_noun	positive
paenitentia_noun	negative
libido_noun	negative
diuitiae_noun	positive
adultera_noun	negative
obsequium_noun	positive
humilitas_noun	positive
torpedo_noun	negative
simplicitas_noun	positive
ignoratio_noun	negative
tormentum_noun	negative
exsilium_noun	negative
sacrilegium_noun	negative
probrum_noun	negative
uotum_noun	positive
fortuna_noun	positive
probitas_noun	positive
sedulitas_noun	positive
calamitas_noun	negative
tuum_noun	positive
parum_noun	positive
certum_noun	positive
maleficium_noun	negative
exsultatio_noun	negative
iniquitas_noun	negative
iurgium_noun	negative
constantia_noun	positive
mirator_noun	positive
exprobratio_noun	negative
salutatio_noun	positive
taciturnitas_noun	negative
ebrietas_noun	negative
congiarium_noun	positive
patrocinium_noun	positive
uilitas_noun	positive
improbitas_noun	negative
impotentia_noun	negative
contumelia_noun	negative
electio_noun	positive
perfidia_noun	negative
insomnium_noun	negative
integritas_noun	positive
pretium_noun	positive
delicatus_noun	negative
sapientia_noun	positive
professor_noun	positive
obtrectator_noun	positive
ludibrium_noun	negative
argutia_noun	negative
mali_noun	negative
pietas_noun	positive
honestas_noun	positive
conuicium_noun	negative
terror_noun	negative
commendatio_noun	positive
turpitudo_noun	negative
letum_noun	negative
inimicus_noun	negative
offensio_noun	negative
infitias_noun	positive
pernicies_noun	negative
abdomen_noun	positive
clades_noun	negative
stigma_noun	negative
temeritas_noun	negative
depositum_noun	positive
felicitas_noun	positive
pauperies_noun	negative
flos_noun	positive
iucunditas_noun	positive
agon_noun	positive
remedium_noun	negative
spectaculum_noun	positive
irritum_noun	negative
conscientia_noun	negative
lis_noun	negative
fortuita_noun	positive
ultor_noun	negative
fortitudo_noun	positive
contemptus_noun	negative
adiectio_noun	positive
emolumentum_noun	positive
proditio_noun	negative
prouidentia_noun	positive
leuamentum_noun	negative
calumnia_noun	negative
furcifer_noun	negative
alienum_noun	positive
detrimentum_noun	negative
gratulatio_noun	positive
dignatio_noun	positive
nex_noun	negative
facultas_noun	positive
miseratio_noun	negative
splendor_noun	positive
commissum_noun	negative
amentia_noun	negative
consensus_noun	positive
creditum_noun	negative
claritas_noun	positive
fiducia_noun	positive
promissum_noun	positive
clementia_noun	positive
caedes_noun	negative
exstinctor_noun	negative
bonitas_noun	positive
frugalitas_noun	positive
paupertas_noun	negative
continentia_noun	positive
grauitas_noun	positive
immortalitas_noun	positive
desiderium_noun	negative
ignominia_noun	negative
interitus_noun	negative
querela_noun	negative
prudentia_noun	positive
lues_noun	negative
leuamen_noun	negative
misericordia_noun	positive
importunitas_noun	negative
externum_noun	positive
humanitas_noun	positive
flagitium_noun	negative
insania_noun	negative
debitor_noun	positive
castigatio_noun	negative
prouincialis_noun	positive
ops_noun	positive
periurium_noun	negative
casus_noun	negative
affectus_noun	negative
monstrum_noun	negative
pestis_noun	negative
status_noun	positive
debilitas_noun	negative
praemium_noun	positive
pulchritudo_noun	positive
nequitia_noun	negative
consortium_noun	positive
offensa_noun	negative
pauor_noun	negative
lamenta_noun	negative
lenitas_noun	negative
natales_noun	positive
municeps_noun	positive
perturbatio_noun	negative
reconciliatio_noun	positive
actor_noun	positive
dedecus_noun	negative
comitas_noun	positive
taedium_noun	negative
perseuerantia_noun	positive
liuor_noun	negative
parricida_noun	negative
timiditas_noun	negative
fraus_noun	negative
reditus_noun	positive
firmitas_noun	positive
coniurati_noun	negative
rea_noun	negative
cliens_noun	positive
inferi_noun	negative
admissum_noun	negative
peccans_noun	negative
adiutorium_noun	negative
indoles_noun	positive
obliuio_noun	negative
fructus_noun	positive
cognatio_noun	positive
obiurgatio_noun	negative
admonitio_noun	positive
stuprum_noun	negative
uenustas_noun	positive
foeditas_noun	negative
malignitas_noun	negative
nimium_noun	negative
assentatio_noun	positive
conuentum_noun	positive
uecordia_noun	negative
ardor_noun	positive
saeuitia_noun	negative
ueneratio_noun	positive
superior_noun	positive
ambitio_noun	positive
ulcus_noun	negative
munificentia_noun	positive
aequalitas_noun	positive
firmamentum_noun	positive
petulantia_noun	negative
confessio_noun	negative
sator_noun	negative
secta_noun	positive
uicinitas_noun	positive
stultitia_noun	negative
furtum_noun	negative
cupedo_noun	negative
trepidatio_noun	negative
squalor_noun	negative
negotiatio_noun	positive
fautor_noun	positive
acceptum_noun	positive
sacrilegus_noun	negative
index_noun	negative
funus_noun	negative
respectus_noun	positive
tribunatus_noun	positive
questus_noun	negative
fur_noun	negative
licentia_noun	negative
noxa_noun	negative
fecunditas_noun	positive
translatio_noun	negative
datum_noun	positive
tortor_noun	negative
donum_noun	positive
aduersum_noun	positive
simulatio_noun	positive
proprium_noun	positive
elegantia_noun	positive
futurum_noun	negative
peruicacia_noun	negative
criminatio_noun	negative
aeternum_noun	negative
dissimulatio_noun	negative
hospitium_noun	positive
socordia_noun	negative
ueneficium_noun	negative
torpor_noun	negative
conuentio_noun	positive
languor_noun	negative
lepos_noun	positive
integumentum_noun	negative
sponsor_noun	positive
mancipium_noun	positive
tumor_noun	negative
asperum_noun	negative
sitis_noun	negative
cupido_noun	negative
priuilegium_noun	negative
fauor_noun	positive
effugium_noun	negative
auarus_noun	negative
cruditas_noun	negative
impulsus_noun	negative
opera_noun	positive
admiratio_noun	positive
sordes_noun	negative
asperitas_noun	positive
gemitus_noun	negative
irrisus_noun	positive
scripta_noun	positive
creatrix_noun	positive
innocentia_noun	positive
longum_noun	negative
quadruplator_noun	negative
iustum_noun	positive
latebra_noun	negative
serium_noun	positive
labor_noun	negative
corruptela_noun	negative
indignatio_noun	negative
iocus_noun	positive
lucrum_noun	negative
munditia_noun	positive
regens_noun	negative
auctoramentum_noun	negative
astutia_noun	negative
athleta_noun	positive
lien_noun	negative
tactio_noun	negative
error_noun	negative
uenia_noun	positive
corruptor_noun	negative
colaphus_noun	negative
dubium_noun	positive
scrupulus_noun	negative
auditor_noun	positive
titulus_noun	positive
fama_noun	positive
fallacia_noun	negative
lupus_noun	negative
pudor_noun	positive
urbanitas_noun	negative
aeger_noun	negative
uenditor_noun	negative
contumacia_noun	negative
monitum_noun	positive
uicarius_noun	positive
contrarium_noun	negative
homuncio_noun	positive
lenocinium_noun	negative
exactor_noun	positive
adiutrix_noun	negative
philosophus_noun	positive
minister_noun	negative
uenenum_noun	negative
catena_noun	negative
sestertium_noun	positive
defector_noun	negative
homicidium_noun	negative
scabies_noun	negative
colluuio_noun	negative
litigator_noun	negative
margarita_noun	positive
patrona_noun	positive
diploma_noun	positive
culina_noun	positive
munusculum_noun	positive
gula_noun	negative
circumscriptio_noun	negative
agellus_noun	positive
fungus_noun	positive
confidentia_noun	negative
praeconium_noun	positive
erro_noun	negative
stulti_noun	negative
monitor_noun	positive
pessulus_noun	negative
peculium_noun	positive
occursus_noun	negative
rudimentum_noun	positive
pomum_noun	positive
ueterator_noun	negative
as_noun	positive
mutuum_noun	positive
numus_noun	positive
alienatio_noun	negative
libellus_noun	positive
ueneficus_noun	negative
fraudatio_noun	negative
poema_noun	positive
scholasticus_noun	positive
collibertus_noun	positive
grassator_noun	negative
argentarius_noun	positive
sponsalia_noun	negative
constitutum_noun	positive
laceratio_noun	negative
audacia_noun	negative
equestria_noun	positive
familiaritas_noun	positive
consolatio_noun	negative
geometres_noun	positive
animus_noun	negative
particeps_noun	positive
conatus_noun	negative
negligentia_noun	negative
inimicitia_noun	negative
uoluptas_noun	negative
hendecasyllabus_noun	positive
cognitor_noun	positive
imbecillitas_noun	negative
parasitus_noun	negative
tristitia_noun	negative
debitum_noun	positive
impunitas_noun	negative
mercatura_noun	negative
patientia_noun	negative
nefas_noun	negative
adiutor_noun	positive
iactura_noun	positive
infelicitas_noun	negative
scurra_noun	negative
ignauia_noun	negative
amissio_noun	negative
recordatio_noun	positive
stimulus_noun	negative
deprecatio_noun	negative
detractio_noun	positive
exceptio_noun	positive
auaritia_noun	negative
uitium_noun	negative
medicina_noun	negative
ales_noun	negative
fastus_noun	positive
imitatio_noun	positive
blanditia_noun	positive
conuersatio_noun	positive
quadruplum_noun	negative
adulterium_noun	negative
solamen_noun	negative
prauitas_noun	negative
aestimator_noun	positive
malitia_noun	positive
impudentia_noun	negative
spes_noun	negative
proditor_noun	negative
praeteritum_noun	negative
repulsa_noun	positive
mendacium_noun	negative
corrector_noun	negative
exspectatio_noun	negative
supplex_noun	positive
iuuenca_noun	negative
assentator_noun	negative
aequitas_noun	positive
insolentia_noun	positive
sterilitas_noun	negative
meum_noun	positive
cupiditas_noun	positive
erratum_noun	negative
somnium_noun	negative
aestimatio_noun	positive
minae_noun	negative
conuictus_noun	positive
documentum_noun	positive
propositum_noun	positive
accessio_noun	positive
contemptio_noun	positive
ignorantia_noun	negative
seueritas_noun	positive
prospera_noun	positive
calumniator_noun	negative
posteritas_noun	negative
muliercula_noun	positive
credulitas_noun	negative
sermo_noun	positive
iniquus_noun	positive
monitus_noun	negative
ferocitas_noun	positive
formula_noun	positive
ignauus_noun	positive
dulcedo_noun	positive
affirmatio_noun	positive
stupor_noun	negative
peruigilium_noun	positive
usura_noun	positive
uanitas_noun	negative
superbia_noun	negative
hospita_noun	positive
maleuolentia_noun	negative
adulatio_noun	positive
assuetudo_noun	negative
catulus_noun	negative
paruum_noun	positive
stomachus_noun	negative
factum_noun	positive
cauillatio_noun	negative
commemoratio_noun	positive
mortalia_noun	positive
hilaritas_noun	positive
domesticus_noun	negative
rusticitas_noun	negative
saturitas_noun	positive
expensum_noun	positive
donatio_noun	negative
tripus_noun	positive
amans_noun	negative
fors_noun	negative
opertum_noun	negative
mollitia_noun	positive
nebulo_noun	negative
successus_noun	positive
crastinum_noun	positive
aequum_noun	negative
satias_noun	positive
amaritudo_noun	positive
monitio_noun	positive
delicia_noun	negative
cura_noun	negative
raptum_noun	positive
sponsio_noun	negative
suffragator_noun	positive
delenimentum_noun	negative
irritamentum_noun	negative
iudicatum_noun	positive
excessus_noun	positive
anicula_noun	negative
luxuria_noun	negative
facetiae_noun	negative
acroama_noun	positive
calculus_noun	positive
lector_noun	positive
lusor_noun	positive
curator_noun	positive
emptor_noun	positive
nugae_noun	negative
captio_noun	negative
ausum_noun	negative
consiliarius_noun	negative
pactum_noun	positive
ostentum_noun	positive
optabilis_adj	positive
detestabilis_adj	negative
crudelis_adj	negative
impunitus_adj	negative
amicus_adj	positive
fortunatus_adj	positive
acerbus_adj	negative
munificus_adj	positive
demens_adj	negative
inausus_adj	negative
obligatus_adj	positive
inexorabilis_adj	negative
contumax_adj	negative
aerumnosus_adj	negative
immaturus_adj	negative
temerarius_adj	negative
consceleratus_adj	negative
emendatus_adj	positive
commotus_adj	negative
gloriosus_adj	positive
admirabilis_adj	positive
foedus_adj	negative
dirus_adj	negative
timidus_adj	negative
perfectus_adj	positive
perniciosus_adj	negative
probatus_adj	positive
praestabilis_adj	positive
moderatus_adj	positive
benignus_adj	positive
parcus_adj	positive
ignauus_adj	negative
reuerens_adj	positive
amens_adj	negative
beneuolus_adj	positive
probabilis_adj	positive
fortis_adj	positive
propensus_adj	positive
intestinus_adj	negative
insanabilis_adj	negative
carus_adj	positive
temperans_adj	positive
periculosus_adj	negative
comis_adj	positive
florens_adj	positive
libidinosus_adj	negative
fidelis_adj	positive
importunus_adj	negative
deformis_adj	negative
splendidus_adj	positive
defunctus_adj	positive
durus_adj	negative
inhumanus_adj	negative
fallax_adj	negative
auarus_adj	negative
maleficus_adj	negative
seruus_adj	negative
