alebris_ADJ	0.5
inhonestus_ADJ	-1
abiectus_ADJ	-1
persuasibilis_ADJ	0.5
facinorosus_ADJ	-1
spiritalis_ADJ	0
iacinthinus_ADJ	0
squamosus_ADJ	0
hebes_ADJ	-0.5
immoderatus_ADJ	-1
suppositicius_ADJ	0
interritus_ADJ	0.5
spirabilis_ADJ	0
indiligens_ADJ	-1
sospes_ADJ	1
uictoriosus_ADJ	1
necopmus_ADJ	-0.5
praedulcis_ADJ	1
temperans_ADJ	1
nitidus_ADJ	0.5
permitialis_ADJ	-1
insuauis_ADJ	-1
naufragus_ADJ	-0.5
artutus_ADJ	1
mundus_ADJ	1
confusus_ADJ	-0.5
indubius_ADJ	0.5
philologus_ADJ	0
pompatus_ADJ	0.5
indispositus_ADJ	-0.5
noxalis_ADJ	-1
pote_ADJ	0
dubitabilis_ADJ	-0.5
ceruicosus_ADJ	-0.5
adrogans_ADJ	-0.5
illegalis_ADJ	-1
uaciuus_ADJ	0
prouectus_ADJ	0
squalidus_ADJ	-1
radioactiuus_ADJ	-1
inopinatus_ADJ	-0.5
gemellus_ADJ	0
unanimis_ADJ	1
dissonus_ADJ	-1
ueternosus_ADJ	-0.5
immedicabilis_ADJ	-0.5
indecoris_ADJ	-1
sanguinans_ADJ	-1
languidulus_ADJ	-0.5
adcuratus_ADJ	0.5
percautus_ADJ	1
pompaticus_ADJ	0.5
uastus_ADJ	-1
canceratus_ADJ	-1
funebris_ADJ	-0.5
onustus_ADJ	-0.5
acosmon_ADJ	-0.5
monstruosus_ADJ	-1
pallidulus_ADJ	-0.5
peraccommodatus_ADJ	1
concupiens_ADJ	-0.5
circumtonsus_ADJ	0
stridulus_ADJ	0
saluus_ADJ	1
inclinatus_ADJ	0
durateus_ADJ	0
uigens_ADJ	0.5
inscrutabilis_ADJ	0
petulans_ADJ	-0.5
strenuus_ADJ	1
scelestus_ADJ	-1
crisimus_ADJ	0
interfusus_ADJ	0
indeficiens_ADJ	0
hagios_ADJ	1
ligneolus_ADJ	0
properatus_ADJ	0
insomnis_ADJ	-0.5
intractabilis_ADJ	0
suspiriosus_ADJ	-0.5
praerapidus_ADJ	1
offirmatus_ADJ	1
repositus_ADJ	0
cooperatiuus_ADJ	1
consonus_ADJ	1
subditicius_ADJ	-0.5
gratuitus_ADJ	0.5
radicalis_ADJ	0
prophylacticus_ADJ	0.5
misellus_ADJ	-1
exsequialis_ADJ	-0.5
meritus_ADJ	1
sacer_ADJ	1
ebriacus_ADJ	-0.5
specularis_ADJ	0
brunneus_ADJ	0
arenosus_ADJ	0
grossus_ADJ	-0.5
causticus_ADJ	-0.5
peccatorius_ADJ	-1
formidabilis_ADJ	-1
inuoluntarius_ADJ	0
musteus_ADJ	0
comis_ADJ	1
jucundus_ADJ	1
luculentus_ADJ	1
genitalis_ADJ	0
aenus_ADJ	0
insufficiens_ADJ	-1
effluxus_ADJ	0
aequiparabilis_ADJ	0
summorosus_ADJ	-0.5
camurus_ADJ	0
creper_ADJ	-1
triuialis_ADJ	0
spurcatus_ADJ	-0.5
conclamatus_ADJ	0.5
exanimalis_ADJ	-1
incongruus_ADJ	-1
aspernabilis_ADJ	-1
trimus_ADJ	0
superans_ADJ	0.5
chalceus_ADJ	0
pluuiosus_ADJ	0
semotus_ADJ	0
iocularius_ADJ	0.5
singularis_ADJ	0
columis_ADJ	0.5
cicinus_ADJ	0
potens_ADJ	1
dejunctus_ADJ	0
optumus_ADJ	1
hiulcus_ADJ	-0.5
inusitatus_ADJ	-0.5
innoxius_ADJ	0.5
corporatus_ADJ	0
moratus_ADJ	0.5
ursinus_ADJ	0
maerens_ADJ	-1
harenosus_ADJ	0
modificatus_ADJ	0
consucidus_ADJ	0
oleosus_ADJ	0
improbulus_ADJ	-0.5
albidus_ADJ	-0.5
praecipuus_ADJ	0
obesus_ADJ	-0.5
inexcusabilis_ADJ	-0.5
leuigatus_ADJ	0
improportionabilis_ADJ	-0.5
inuictus_ADJ	1
uisibilis_ADJ	0
marmus_ADJ	0
imperialis_ADJ	0
cubans_ADJ	0
ueteranus_ADJ	0.5
sputatilicus_ADJ	-1
permediocris_ADJ	-0.5
inconcessus_ADJ	0
sophus_ADJ	1
excors_ADJ	-1
faeceus_ADJ	-1
pelagius_ADJ	0
quartus_ADJ	0
facinerosus_ADJ	-1
dignus_ADJ	1
electus_ADJ	0.5
inormis_ADJ	-0.5
ingenuus_ADJ	0.5
perturpis_ADJ	-1
capitarius_ADJ	0
horridus_ADJ	-1
morus_ADJ	-1
flabilis_ADJ	0
optimisticus_ADJ	1
caligineus_ADJ	-0.5
luridus_ADJ	-1
dulcis_ADJ	0.5
soldus_ADJ	0.5
duplex_ADJ	0
desiderabilis_ADJ	0.5
conspicuus_ADJ	1
auens_ADJ	0.5
ultumus_ADJ	0
aspectabilis_ADJ	0
hyacinthinus_ADJ	0
campanus_ADJ	0
spurcidicus_ADJ	-1
indupeditus_ADJ	-0.5
blouius_ADJ	0
mythicon_ADJ	0
subinuisus_ADJ	-0.5
stabilis_ADJ	0.5
obuius_ADJ	-0.5
pereruditus_ADJ	1
distans_ADJ	0
formosulus_ADJ	0.5
infirmis_ADJ	-1
circumlatitius_ADJ	0
sententiosus_ADJ	0
demissus_ADJ	-1
secretus_ADJ	0
pannuceus_ADJ	-0.5
commictilis_ADJ	-1
fascisticus_ADJ	-1
duriusculus_ADJ	-0.5
ardens_ADJ	0.5
paruus_ADJ	0
uiuatus_ADJ	0
perdelirus_ADJ	-1
propitius_ADJ	1
auctorizabilis_ADJ	-0.5
mutilus_ADJ	-0.5
caputalis_ADJ	-1
intortus_ADJ	0
significans_ADJ	0.5
apsolutus_ADJ	0.5
rabiosulus_ADJ	-0.5
controuersiosus_ADJ	-1
annuus_ADJ	0
excelsus_ADJ	1
suspiciosus_ADJ	-0.5
crocinus_ADJ	0
incolomis_ADJ	1
inabsolutus_ADJ	-0.5
parens_ADJ	0.5
praecalidus_ADJ	0
aduorsabilis_ADJ	-1
conquisitus_ADJ	-0.5
perpetualis_ADJ	0
orthodoxus_ADJ	1
cassus_ADJ	-1
auctifer_ADJ	1
amens_ADJ	-1
percomis_ADJ	1
flexanimus_ADJ	0
superuacuaneus_ADJ	-1
ferrugineus_ADJ	0
declamatorius_ADJ	0
uenustus_ADJ	1
posterior_ADJ	0
dedecorosus_ADJ	-1
piisimus_ADJ	0.5
eternus_ADJ	0
claudus_ADJ	-0.5
objectiuus_ADJ	0
minutus_ADJ	0
obstipus_ADJ	-0.5
contrajuris_ADJ	-1
caeles_ADJ	1
clamorosus_ADJ	-0.5
illaetabilis_ADJ	-1
inputribilis_ADJ	1
surrepticius_ADJ	-0.5
pulicarius_ADJ	-0.5
algificus_ADJ	0
plerique_ADJ	0
consultus_ADJ	1
lyricus_ADJ	0
perciuilis_ADJ	1
populabundus_ADJ	-0.5
nidificus_ADJ	0
inpius_ADJ	-1
pergrandis_ADJ	0
canticus_ADJ	0
recens_ADJ	0
azymus_ADJ	1
cumulatus_ADJ	0.5
eugeneus_ADJ	0.5
uicinus_ADJ	0
repostus_ADJ	0
sincerus_ADJ	0.5
alcyonidus_ADJ	0
uegrandis_ADJ	0
centenarius_ADJ	0
fatalis_ADJ	0
inurbanus_ADJ	-0.5
sensualis_ADJ	0.5
sufficiens_ADJ	0
inclitus_ADJ	1
innocuus_ADJ	0.5
illutus_ADJ	-0.5
curuatus_ADJ	0
ceremonialis_ADJ	0
delumbis_ADJ	-0.5
periculosus_ADJ	-1
uigoratus_ADJ	0.5
cunctalis_ADJ	0
flauens_ADJ	0
insipiens_ADJ	-1
exhaustus_ADJ	-0.5
cicilinus_ADJ	0
falsiloquus_ADJ	-1
comminatiuus_ADJ	-1
pacatus_ADJ	0.5
continnatus_ADJ	0
artificialis_ADJ	0
seminudus_ADJ	0
adtenuatus_ADJ	-0.5
grauidus_ADJ	0
inmaculatus_ADJ	1
capitalis_ADJ	-1
coloratilis_ADJ	0
laeuus_ADJ	-1
inaequabilis_ADJ	0
clandestinus_ADJ	-0.5
reuerendus_ADJ	1
tumidus_ADJ	-0.5
malignans_ADJ	-1
necessis_ADJ	0
distinctus_ADJ	0.5
nouicius_ADJ	0
agilis_ADJ	0.5
coenosus_ADJ	-1
puter_ADJ	-1
comoedicus_ADJ	0
crapulatus_ADJ	-1
symposiacus_ADJ	0
exploratus_ADJ	0
erroneus_ADJ	0
diualiis_ADJ	1
irascibilis_ADJ	-1
ualidus_ADJ	1
oblitterus_ADJ	-1
glorificus_ADJ	1
ominosus_ADJ	-1
crepulus_ADJ	0
sollers_ADJ	1
maestificus_ADJ	-1
dissolutus_ADJ	-0.5
orbus_ADJ	-0.5
inoblitus_ADJ	0
sceleratus_ADJ	-1
anhelus_ADJ	0
alsus_ADJ	0
celebrabilis_ADJ	1
praefractus_ADJ	1
commodus_ADJ	0.5
inexhaustus_ADJ	0.5
